Category,Pack,FileName,Path,SizeBytes,SizeKB,UsedStatus,ReferencedBy
Texture,Space_Exploration_GUI_Kit,level-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/level-container-large.png,1251,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Level_Select_Demo.unity
Texture,Space_Exploration_GUI_Kit,level-highlight-large 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/level-highlight-large 1.png,9033,8.8,PACK-DEMO ONLY,referenced only inside its own pack by Level_Select_Demo.unity
Texture,Space_Exploration_GUI_Kit,level-highlight-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/level-highlight-large.png,7861,7.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-up-icon-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/level-up-icon-container-large.png,1052,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Level_Up_Demo.unity
Texture,Space_Exploration_GUI_Kit,locked-level-overlay-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/locked-level-overlay-large.png,2995,2.9,PACK-DEMO ONLY,referenced only inside its own pack by Level_Select_Demo.unity
Texture,Space_Exploration_GUI_Kit,loot-icon-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/loot-icon-container-large.png,308,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,selected-icon-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/selected-icon-container-large.png,1212,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,dark-square-button-blank-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/dark-square-button-blank-medium.png,394,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Back_Button_Medium.prefab +1 more
Texture,Space_Exploration_GUI_Kit,inventory-add-highlight-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-add-highlight-medium.png,1234,1.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-add-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-add-medium.png,600,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-medium 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-highlight-medium 1.png,2096,2.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-highlight-medium.png,2141,2.1,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,inventory-item-container copy-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-item-container copy-medium.png,408,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-highlight-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-locked-highlight-medium.png,1428,1.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/inventory-locked-medium.png,813,0.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-picto-icon-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/item-info-picto-icon-container-medium.png,214,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-shop-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/item-shop-container-medium.png,672,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/level-container-medium.png,582,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-medium 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/level-highlight-medium 1.png,3450,3.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/level-highlight-medium.png,3029,3.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-up-icon-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/level-up-icon-container-medium.png,569,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,locked-level-overlay-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/locked-level-overlay-medium.png,1441,1.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-icon-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/loot-icon-container-medium.png,199,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,selected-icon-container-medium.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Medium/selected-icon-container-medium.png,589,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,dark-square-button-blank-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/dark-square-button-blank-small.png,210,0.2,PACK-DEMO ONLY,referenced only inside its own pack by Back_Button_Small.prefab +1 more
Texture,Space_Exploration_GUI_Kit,homepage-icon-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/homepage-icon-container-small.png,207,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-add-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-add-highlight-small.png,692,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-add-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-add-small.png,395,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-small 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-highlight-small 1.png,858,0.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-highlight-small.png,930,0.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-item-container copy-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-item-container copy-small.png,228,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-locked-highlight-small.png,775,0.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/inventory-locked-small.png,434,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-picto-icon-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/item-info-picto-icon-container-small.png,157,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-shop-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/item-shop-container-small.png,300,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/level-container-small.png,287,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-small 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/level-highlight-small 1.png,1425,1.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/level-highlight-small.png,1273,1.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,locked-level-overlay-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/locked-level-overlay-small.png,726,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-icon-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/loot-icon-container-small.png,168,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,selected-icon-container-small.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Small/selected-icon-container-small.png,347,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,alien-128.png,Assets/Space_Exploration_GUI_Kit/Icons/alien-128.png,5033,4.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,alien-256.png,Assets/Space_Exploration_GUI_Kit/Icons/alien-256.png,10020,9.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,alien-512.png,Assets/Space_Exploration_GUI_Kit/Icons/alien-512.png,19810,19.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,alien-64.png,Assets/Space_Exploration_GUI_Kit/Icons/alien-64.png,2612,2.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,astronaut-128.png,Assets/Space_Exploration_GUI_Kit/Icons/astronaut-128.png,5584,5.5,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,astronaut-256.png,Assets/Space_Exploration_GUI_Kit/Icons/astronaut-256.png,11027,10.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,astronaut-512.png,Assets/Space_Exploration_GUI_Kit/Icons/astronaut-512.png,22484,22.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,astronaut-64.png,Assets/Space_Exploration_GUI_Kit/Icons/astronaut-64.png,2882,2.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,black-hole-128.png,Assets/Space_Exploration_GUI_Kit/Icons/black-hole-128.png,9095,8.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,black-hole-256.png,Assets/Space_Exploration_GUI_Kit/Icons/black-hole-256.png,17798,17.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,black-hole-512.png,Assets/Space_Exploration_GUI_Kit/Icons/black-hole-512.png,35836,35.0,PACK-DEMO ONLY,referenced only inside its own pack by Defeat_Demo.unity
Texture,Space_Exploration_GUI_Kit,black-hole-64.png,Assets/Space_Exploration_GUI_Kit/Icons/black-hole-64.png,4623,4.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-1-128.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-1-128.png,3470,3.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-1-256.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-1-256.png,6406,6.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-1-512.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-1-512.png,12680,12.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-1-64.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-1-64.png,2020,2.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-2-128.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-2-128.png,3431,3.4,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity +1 more
Texture,Space_Exploration_GUI_Kit,chest-2-256.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-2-256.png,6386,6.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-2-512.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-2-512.png,12577,12.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,chest-2-64.png,Assets/Space_Exploration_GUI_Kit/Icons/chest-2-64.png,1990,1.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,coin-128.png,Assets/Space_Exploration_GUI_Kit/Icons/coin-128.png,6525,6.4,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,coin-256.png,Assets/Space_Exploration_GUI_Kit/Icons/coin-256.png,12818,12.5,PACK-DEMO ONLY,referenced only inside its own pack by Coin_Amount_Extra_Large.prefab
Texture,Space_Exploration_GUI_Kit,coin-512.png,Assets/Space_Exploration_GUI_Kit/Icons/coin-512.png,25430,24.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,coin-64.png,Assets/Space_Exploration_GUI_Kit/Icons/coin-64.png,3243,3.2,PACK-DEMO ONLY,referenced only inside its own pack by Coin_Amount_Small.prefab +1 more
Texture,Space_Exploration_GUI_Kit,commet-128.png,Assets/Space_Exploration_GUI_Kit/Icons/commet-128.png,4364,4.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,commet-256.png,Assets/Space_Exploration_GUI_Kit/Icons/commet-256.png,8706,8.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,commet-512.png,Assets/Space_Exploration_GUI_Kit/Icons/commet-512.png,19803,19.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,commet-64.png,Assets/Space_Exploration_GUI_Kit/Icons/commet-64.png,2420,2.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,crescent-moon-128.png,Assets/Space_Exploration_GUI_Kit/Icons/crescent-moon-128.png,6897,6.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,crescent-moon-256.png,Assets/Space_Exploration_GUI_Kit/Icons/crescent-moon-256.png,13031,12.7,PACK-DEMO ONLY,referenced only inside its own pack by Level_Select_Demo.unity
Texture,Space_Exploration_GUI_Kit,crescent-moon-512.png,Assets/Space_Exploration_GUI_Kit/Icons/crescent-moon-512.png,24473,23.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,crescent-moon-64.png,Assets/Space_Exploration_GUI_Kit/Icons/crescent-moon-64.png,3223,3.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-128.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-128.png,4778,4.7,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,crown-256.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-256.png,8964,8.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-512.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-512.png,19259,18.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-64.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-64.png,2685,2.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-bronze-128.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-bronze-128.png,3049,3.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-bronze-256.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-bronze-256.png,5556,5.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-bronze-512.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-bronze-512.png,12259,12.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-bronze-64.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-bronze-64.png,1768,1.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-gold-128.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-gold-128.png,5747,5.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-gold-256.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-gold-256.png,11115,10.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-gold-512.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-gold-512.png,23396,22.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,crown-gold-64.png,Assets/Space_Exploration_GUI_Kit/Icons/crown-gold-64.png,3252,3.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,dark-ore-128.png,Assets/Space_Exploration_GUI_Kit/Icons/dark-ore-128.png,6834,6.7,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity +1 more
Texture,Space_Exploration_GUI_Kit,dark-ore-256.png,Assets/Space_Exploration_GUI_Kit/Icons/dark-ore-256.png,12966,12.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,dark-ore-512.png,Assets/Space_Exploration_GUI_Kit/Icons/dark-ore-512.png,25916,25.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,dark-ore-64.png,Assets/Space_Exploration_GUI_Kit/Icons/dark-ore-64.png,3590,3.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,dish-128.png,Assets/Space_Exploration_GUI_Kit/Icons/dish-128.png,5485,5.4,PACK-DEMO ONLY,referenced only inside its own pack by Level_Up_Demo.unity
Texture,Space_Exploration_GUI_Kit,dish-256.png,Assets/Space_Exploration_GUI_Kit/Icons/dish-256.png,10998,10.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,dish-512.png,Assets/Space_Exploration_GUI_Kit/Icons/dish-512.png,22908,22.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,dish-64.png,Assets/Space_Exploration_GUI_Kit/Icons/dish-64.png,2721,2.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,drill-128.png,Assets/Space_Exploration_GUI_Kit/Icons/drill-128.png,5909,5.8,PACK-DEMO ONLY,referenced only inside its own pack by Item_demo.unity
Texture,Space_Exploration_GUI_Kit,drill-256.png,Assets/Space_Exploration_GUI_Kit/Icons/drill-256.png,11112,10.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,drill-512.png,Assets/Space_Exploration_GUI_Kit/Icons/drill-512.png,23099,22.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,drill-64.png,Assets/Space_Exploration_GUI_Kit/Icons/drill-64.png,3272,3.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,earth-128.png,Assets/Space_Exploration_GUI_Kit/Icons/earth-128.png,6643,6.5,PACK-DEMO ONLY,referenced only inside its own pack by Level_Select_Demo.unity
Texture,Space_Exploration_GUI_Kit,earth-256.png,Assets/Space_Exploration_GUI_Kit/Icons/earth-256.png,13049,12.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,earth-512.png,Assets/Space_Exploration_GUI_Kit/Icons/earth-512.png,26100,25.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,earth-64.png,Assets/Space_Exploration_GUI_Kit/Icons/earth-64.png,3355,3.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,empty-heart-128.png,Assets/Space_Exploration_GUI_Kit/Icons/empty-heart-128.png,2741,2.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,empty-heart-256.png,Assets/Space_Exploration_GUI_Kit/Icons/empty-heart-256.png,5402,5.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,empty-heart-512.png,Assets/Space_Exploration_GUI_Kit/Icons/empty-heart-512.png,11113,10.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,empty-heart-64.png,Assets/Space_Exploration_GUI_Kit/Icons/empty-heart-64.png,1503,1.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-1-128.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-1-128.png,7369,7.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-1-256.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-1-256.png,14899,14.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-1-512.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-1-512.png,31699,31.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-1-64.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-1-64.png,3577,3.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-2-128.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-2-128.png,7351,7.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-2-256.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-2-256.png,14935,14.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-2-512.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-2-512.png,31390,30.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-2-64.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-2-64.png,3676,3.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-3-128.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-3-128.png,7557,7.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-3-256.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-3-256.png,15323,15.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-3-512.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-3-512.png,32309,31.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-3-64.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-3-64.png,3883,3.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-4-128.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-4-128.png,5911,5.8,PACK-DEMO ONLY,referenced only inside its own pack by Mission_Demo.unity
Texture,Space_Exploration_GUI_Kit,exoplanet-4-256.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-4-256.png,11925,11.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,exoplanet-4-512.png,Assets/Space_Exploration_GUI_Kit/Icons/exoplanet-4-512.png,23438,22.9,UNUSED,
